id;created_at;full_text
13451;2020-04-09 01:24:04+00:00;"RT @jweglarznc: #Stocks Rise on Bernie Sanders Dropping Out
Dow Jones Jumps 600 Points On #BernieSanders Withdrawal - IBD
#Dow rallies 700…"
13452;2020-04-09 01:24:01+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13453;2020-04-09 01:24:01+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13454;2020-04-09 01:24:01+00:00;"S&amp;P 500 | $SPX500USD | $SPX500 $USD

Real Estate, time to buy or sell?

Long or short it with BTC on Trade8: https://t.co/MIe9xn4UCg https://t.co/MJnsYvl0RQ"
13455;2020-04-09 01:23:55+00:00;"$DIS Sell the spike in the AM.  #COVID19  Currently? No park admissions. No ESPN no Pixar. No Marvel No Lucas. They arent ""best in breed"" like $NFLX #simple"
13456;2020-04-09 01:23:49+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13457;2020-04-09 01:23:39+00:00;"TODAY'S PRE-MARKET LIST RE-CAP FOR TRADES 04/08/2020
$TSLA SHORT 555--&gt;535
$PINS LONG 17--&gt;16--&gt;17
$SHOP LONG 380-&gt;415
$TTD LONG 196--&gt;206
$NFLX LONG 370--&gt;374
$BA LONG 146--&gt;154
$AAPL LONG 261--&gt;265
$APT SHORT 15--&gt;13
$W LONG 72--&gt;82
$EHTH LONG 100--&gt;108
https://t.co/IduiixjvOh"
13458;2020-04-09 01:23:31+00:00;RT @TheTechTraders: $Oil hovering near $26. #NaturalGas forming a bottom formation. Tomorrow will be a big day for #oil b/c of potential #O…
13459;2020-04-09 01:23:08+00:00;RT @AlkaneResources: Latest significant intercepts at Alkane’s San Antonio prospect, with assay results for the final ~7,000 metres showing…
13460;2020-04-09 01:23:07+00:00;-$0.05 EPS Expected for 3D Systems Co. $DDD This Quarter https://t.co/BZOW7o3uOA #stocks
13461;2020-04-09 01:23:06+00:00;$0.07 Earnings Per Share Expected for Comstock Resources Inc $CRK This Quarter https://t.co/1Dsoz1CuOv #stocks
13462;2020-04-09 01:23:05+00:00;Brokerages Anticipate Easterly Government Properties Inc $DEA Will Announce Earnings of $0.30 Per Share https://t.co/Gs03r7MB3u #stocks
13463;2020-04-09 01:23:04+00:00;Zacks: Brokerages Anticipate Gap Inc $GPS to Announce -$0.16 Earnings Per Share https://t.co/Q2i3o53lKb #stocks
13464;2020-04-09 01:23:03+00:00;Zacks: Analysts Expect Fly Leasing Ltd $FLY Will Post Earnings of $1.43 Per Share https://t.co/o0imwVxHfl #stocks
13465;2020-04-09 01:23:02+00:00;@CIR_finance Long term investments have seen some stability. The SP500 has recovered 40% of losses since January.
13466;2020-04-09 01:23:02+00:00;Zacks: Analysts Anticipate Ferro Co. $FOE to Post $0.13 Earnings Per Share https://t.co/FpdM7YIkUj #stocks
13467;2020-04-09 01:23:01+00:00;Zacks: Analysts Expect Karyopharm Therapeutics Inc $KPTI to Post -$0.70 EPS https://t.co/ELqGUusrYE #stocks
13468;2020-04-09 01:22:59+00:00;"RT @sm_sears: I've never in my career seen more charts and $VIX ""analysis"" than now, and never witnessed more disagreement. When will we kn…"
13469;2020-04-09 01:22:59+00:00;Analyzing Transcontinental Realty Investors $TCI and NY MTG TR INC/SH $NYMT https://t.co/UykBLo14TO #stocks
13470;2020-04-09 01:22:58+00:00;John Bean Technologies Corp $JBT Expected to Post Earnings of $0.72 Per Share https://t.co/yNvo72lg9e #stocks
13471;2020-04-09 01:22:57+00:00;Marathon Oil $MRO and Kosmos Energy $KOS Critical Review https://t.co/suy4JRl7lW #stocks
13472;2020-04-09 01:22:56+00:00;"Head-To-Head Survey: Obalon Therapeutics $OBLN &amp; Merit Medical Systems $MMSI https://t.co/seanVvP4mr #stocks"
13473;2020-04-09 01:22:53+00:00;"DOW 23,890
That is my project top of the rally. 
5,677 points, half way from the top and half way to the bottom 
Scary to think the numbers are getting worse yet the markets are nearly closer to the top than the bottom.  
$SPY $DIA $QQQ $TVIX $VIX $SVXY $UVXY $AAPL $NFLX $GOOG"
13474;2020-04-09 01:22:46+00:00;"Dow J: -18% 👎🏻

Nasdaq: -11% 👎🏻

S&amp;P: -15% 👎🏻

🔥🔥🔥Proficient Trader 🔥🔥🔥
🔥🔥🔥🔥+16.95%🔥🔥🔥🔥

#stockmarket #stocks #stock #trading #market #news #investing #bitcoin #seeking #today #equity #analysis #time #finance #daytrading #business #live https://t.co/ncvHz3zmBp"
13475;2020-04-09 01:22:45+00:00;"@crusadernz: Biotech updates 04/08:

$PFE FDA approval encorafenib colorectal cancer
$LQDA PDUFA Nov 24
$BMY PDUFA Aug 6
$MRSN ATM offering

Pipeline updates. @OptionsPastor"
13476;2020-04-09 01:22:41+00:00;"Wrote calls against my longs w/ $INDU at 22,500, now 23,433 &amp; called away. 23,857 50% FIB next resistance

$VZ $50.31 ---&gt; $57.80
$MCD $137.10 ---&gt; $177.49
$TTD $176.67 ---&gt; $207.35
$ALXN $81.13 ---&gt; $98.56
$CVX $54.22 ---&gt; $85.98
$SPY $223 ---&gt; $274.03
$QQQ $170.50 ---&gt; $200.57 https://t.co/1VnE2v8uNY"
13477;2020-04-09 01:22:37+00:00;"RT @OptionBulls: Boom Boom with Zoom Zoom 💥
#JoinTheBulls 
It’s only a DOLLAR A DAY. 
$SPY $ZM $TSLA $LK $BA $LULU $SPCE $NIO $AMZN $FB $US…"
13478;2020-04-09 01:22:13+00:00;RT @WarlusTrades: As $ES_F completes its 5th wave, the upside is limited. If #ElliotWave holds true, #ES_F should have a major pullback soo…
13479;2020-04-09 01:21:37+00:00;RT @mardermarket: Growth stocks, which outperformed handily until the Mar 23 low, are lagging other areas of the mkt as investors are more…
13480;2020-04-09 01:20:58+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13481;2020-04-09 01:20:48+00:00;"It’s happening. I didn’t think it was actually going to but it might be happening and I hope I’m wrong bc not only do I not know what happens next, but idk what has already happened.

I’m going to shut my brain off for the night because I don’t want to think about it. $spx $es_f https://t.co/H48zEPaTug https://t.co/UTjiKvP88Y"
13482;2020-04-09 01:20:45+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13483;2020-04-09 01:20:12+00:00;RT @ntfri: #Futures $SPX $SPY testing one of the MAJOR resistance.. 4th attempt https://t.co/95pVmZxFu5
13484;2020-04-09 01:20:12+00:00;"RT @HedgeyeComm: Quite the accomplishment!

$DIS hits 50M ""paid subscribers"" for @disneyplus... including 8M in India as part of Hotstar.…"
13485;2020-04-09 01:20:12+00:00;"@MidwestHedgie Pretty boring but (arguably) effective one, $SPX 

Reason: We are just witnessing first wave of pandemic 

Spanish Flu and H1N1 had second waves which infected 10x more than first.  

Everyone was under the illusion all will be well after 1st wave subsides."
13486;2020-04-09 01:19:59+00:00;"RT @Maciasinator: I’m going with $DXC for the day... *Not an income claim.  Just a fact!  

“You’ll never #ROI if you never #TryThisAtHome”…"
13487;2020-04-09 01:19:49+00:00;RT @tradingcrudeoil: Crude oil closed up $0.48 at $24.10 today. Prices closed near the session low. The bears have the firm overall near te…
13488;2020-04-09 01:19:38+00:00;RT @Greg5thTrad: 'the iShares Global Clean Energy ETF $ICLN shows signs that investors have not abandoned their ESG mandates. Such companie…
13489;2020-04-09 01:19:28+00:00;RT @BudimanJayaS: @Samir_Madani Sure it’s better than $CVX but I’m staying away from that crap.
13490;2020-04-09 01:19:23+00:00;RT @Focus_on_Dvds: The 5 Best Monthly Dividend #Stocks to Hide In https://t.co/XSlTwM9N29 #investing #dividend https://t.co/QMzwDnlw6Q
13491;2020-04-09 01:19:16+00:00;@RedDogT3 If there was stock or futures for that tutipn price, it probably outperformed any $spx stocks in last 20 years, but let's hope that happens
13492;2020-04-09 01:19:02+00:00;The 5 Best Monthly Dividend #Stocks to Hide In https://t.co/XSlTwM9N29 #investing #dividend https://t.co/QMzwDnlw6Q
13493;2020-04-09 01:19:02+00:00;"RT @RichLightShed: Remember in January when everyone at CES thought this prediction was nuts 
🤔😉👇 $DIS @disneyplus"
13494;2020-04-09 01:18:49+00:00;RT @Convertbond: In recent days, leading credit market indicators have been pointing to a possible US - Saudi - Russia oil production truce…
13495;2020-04-09 01:18:43+00:00;@StockPriceBro1 we're long $FB small. (bought for first time ever on the dip to $150.) I love, love, love their ad algos usually (clothes, lingerie, lighting, rugs, furniture), but I too have encountered a few ads recently for obvious China scam sites. If it's a widespread problem, you might win
13496;2020-04-09 01:18:36+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13497;2020-04-09 01:18:32+00:00;China Stocks Expected To Remain Rangebound https://t.co/o0IjozgDJ0 #stocks #trading #rttnews https://t.co/Dg60dFxArj
13498;2020-04-09 01:18:26+00:00;"RT @contrarianduck_: $RUBI Rubicon Project

It will be interesting to hear guidance  moving forward on what is now the largest independent…"
13499;2020-04-09 01:18:20+00:00;RPM International $RPM Issues Quarterly Earnings Results, Beats Estimates By $0.02 EPS https://t.co/y6Aev8EJoh #stocks
13500;2020-04-09 01:18:18+00:00;Extreme Networks $EXTR Issues Q3 Earnings Guidance https://t.co/8Qa1vpFBYk #stocks
13501;2020-04-09 01:18:17+00:00;https://t.co/dwvW5Vk9Bt $AMZN Receives Buy Rating from Tigress Financial https://t.co/OB7zZbMU97 #stocks
13503;2020-04-09 01:18:08+00:00;"Rockwell Automation Sees Results @themotleyfool #stocks $ROK 

READ MORE: https://t.co/f3v0Wf1trl

#information #InformationSeeking #InfoTech #TechnologyBusiness #TechnologyCompany~ https://t.co/vpWycZ2bLC"
13504;2020-04-09 01:18:07+00:00;"a couple things to look at tomorrow

$aapl $roku inside days

$nflx short below 369

these plans can change based on a large gap up/down"
13505;2020-04-09 01:17:53+00:00;RT @Sandro_power: Live stream tonight on my YouTube Channel  PowerTargetTrades at 9:45pm EST Canada Fiqure out your time zone to match my t…
13506;2020-04-09 01:17:48+00:00;"RT @eWhispers: Some confirmed #earnings dates for April 

https://t.co/lObOE0dgsr 

$CHWY $WBA $NFLX $KMX $STZ $BAC $LW $JPM $F $INTC $GE $…"
13507;2020-04-09 01:17:44+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13508;2020-04-09 01:17:40+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13509;2020-04-09 01:17:35+00:00;"RT @merryjoportell: $HEXO target price is $2.21, HEXO has a upside of 327.2% from its current price of $0.52

#stocks #investment #CNBC #tr…"
13510;2020-04-09 01:17:32+00:00;"Who is going to get the last 5 spots? If these 5 spots go in the next hour, I’ll open 25 MORE presale spots! Don’t miss this 75% off! 

#PowerHour #stocks #investing #trading https://t.co/4OMViMTtkR"
13512;2020-04-09 01:17:22+00:00;"RT @IamBitmannn: $LINK

Had shorts layered from $2.99-$3.09.

Going to exit when we retest 50 MA on Daily Chart as support.

#Bitcoin #LINK…"
13513;2020-04-09 01:17:22+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13514;2020-04-09 01:17:15+00:00;And what about the big three quentically Chinese cos.  That would be $AAPL $NIKE $SBUX.  They all sold their soul to China. https://t.co/lWySHF3ayX
13515;2020-04-09 01:17:07+00:00;"RT @DvdndDiplomats: Stock Market down or up tomorrow?

Who knows.  What a week it has been, though.

Bert has been watching 3 Dividend Behe…"
13516;2020-04-09 01:17:06+00:00;@mcm_ct_markets All you have to do is look at names beyond $AMD and $AAPL, FANG, etc to see many lower highs and lower lows. No real progress. It's just like Jan/Feb 2020.
13517;2020-04-09 01:17:05+00:00;"$MCO 5 Minute Heikin Ashi🕯️+ Fisher Transformer with MACD 5/9/5 Crossover Strategy for Exit on overnight #SwingTrading #OptionsTrading #StocksToTrade #stocks #stockstowatch (trade confirm posted in seperate tweet +$500)

4 Min 🎥↘️↘️↘️
https://t.co/22HFX325tj"
13518;2020-04-09 01:16:55+00:00;Bears in the morning....#StockMarketCrash2020 #StockMarket #stocks  https://t.co/VnP4NfW59S
13519;2020-04-09 01:16:43+00:00;RT @RichLightShed: With 50 million subs and growing, Disney should use @disneyplus to replace theatrical window -- raise pricing to $15-$20…
13520;2020-04-09 01:16:33+00:00;"Dow Jones, Nasdaq 100, S&amp;amp;P 500 Forecast: An Earnings Season Like None Other https://t.co/Kci1ARJETz https://t.co/EFayfRvFp6"
13521;2020-04-09 01:16:26+00:00;RT @psk2329: $SMH right into big pivot. Sitting on 200ma daily, 50ma right above 129.34. Let's see what #semis do tomorrow. $NVDA $AMD $TSM…
13522;2020-04-09 01:16:24+00:00;$SPY over 6 mil in the jobless claims and mkt tanks. I think it could even be over 7 million many couldn't get through.$DIA $QQQ $TVIX $FB
13523;2020-04-09 01:16:22+00:00;Another reason to short $DIS https://t.co/Fjcncmelrf
13524;2020-04-09 01:16:19+00:00;$CMCSA Option Order Flow Sentiment is 62.3% Bullish. https://t.co/s2cOQdLY6n
13525;2020-04-09 01:16:19+00:00;"RT @sentimentrader: 57% of S&amp;P 500 stocks have triggerd a MACD Buy Signal.

Similar to many *HISTORIC* bottoms

$SPX rallied 92% of the tim…"
13526;2020-04-09 01:16:12+00:00;@loomdart 20,000 new corona cases a day in us and unemployment doesn't incentives Bitcoin long-term investment, its been following Sp500 for the last month, and we have declining volume on this whole move up showing lack of participation. Seems more engineered than organic. My thoughts meh
13527;2020-04-09 01:16:11+00:00;Incredible bounce in $SPX breadth and now sitting just under resistance on PnF. Coming days will reveal a lot... https://t.co/DOvusUHG4r
13528;2020-04-09 01:16:05+00:00;What y’all think $DIS gone do in the am? #options
13529;2020-04-09 01:16:03+00:00;RT @redredwine_12: $CCL nice a/h move and close...cant wait for tomorrow 📈💻📚 #daytrading #stocks #getthebag https://t.co/w2CVcDzczL
13530;2020-04-09 01:16:03+00:00;"Stock Market down or up tomorrow?

Who knows.  What a week it has been, though.

Bert has been watching 3 Dividend Behemoths!

He's watching $ADM $T and $IBM

What are you watching?🔎🔎

#Dividends #Investing #Money #StockMarket 👇👇https://t.co/wUc39D2F04"
13531;2020-04-09 01:16:00+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13532;2020-04-09 01:15:56+00:00;"$AMZN testing #coronavirus free warehouse 
https://t.co/0l5rBDwo0R"
13533;2020-04-09 01:15:20+00:00;RT @RichLightShed: With 50 million subs and growing, Disney should use @disneyplus to replace theatrical window -- raise pricing to $15-$20…
13534;2020-04-09 01:15:14+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13535;2020-04-09 01:15:13+00:00;@jimcramer $JPM says wait patiently and we will be in touch... total joke
13536;2020-04-09 01:15:06+00:00;"Remember in January when everyone at CES thought this prediction was nuts 
🤔😉👇 $DIS @disneyplus https://t.co/tewufoGe7L"
13537;2020-04-09 01:15:00+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13538;2020-04-09 01:14:57+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13539;2020-04-09 01:14:51+00:00;"RT @realJosephRich: This is Wells Fargo's latest 2020 $SPX earnings forecast. 

First, this way too optimistic. 

Second, this corresponds…"
13540;2020-04-09 01:14:50+00:00;"RT Via: https://t.co/8nVZOynS0y

5 Vietnamese Stocks Into Bottled Water https://t.co/z14oQeqPGM #Vietam #Beverages #Stocks #Investment #BottledWater #Water #Sparkling #Stockstowatch #IoT #BigData #Dividen"
13541;2020-04-09 01:14:33+00:00;Advice from N95 mask inventor Dr. Peter Tsai: N95 Re-Use Strategies - SAGES $mmm $hon #coronavirus #COVID19 $spx $ndx https://t.co/QVIukaerWh
13542;2020-04-09 01:14:27+00:00;"RT @leadlagreport: I think I might piss off some people here, but I think much of the short term rally is done. 

I don't like intermarket…"
13543;2020-04-09 01:14:17+00:00;When will the stock market crash? – With all the craziness that's been happening lately, it feels like a big crash is coming right? #stockmarket #investing #investor #stocks https://t.co/N6FgbhzmhZ https://t.co/r8fVszotHq
13544;2020-04-09 01:14:17+00:00;GE Wins U.S. License to Supply Engines for New Chinese Aircraft @themotleyfool #stocks $BA $GE https://t.co/3yLu3NBd5C
13545;2020-04-09 01:14:08+00:00;"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…"
13546;2020-04-09 01:14:07+00:00;"RT @KitcoNewsNOW: If history is proven right, then #gold should be set to climb ""materially higher than what it is today,"" says Pierre Lass…"
13547;2020-04-09 01:14:01+00:00;"RT @Exalted_Trader: Horrific Day for @ @Exalted_Trader 
.
Tug of War that Should Have Ended in a Major L 
.
Though it Was a Green Day, It w…"
13548;2020-04-09 01:13:58+00:00;"Highlights Of the Day:

Two short-term #stockpicks added!!!
🔥
One #stockpick closed!!!
🔥
Year to date average gain: +16.95%
🔥
Eight ongoing active trades, with seven up &amp; one down!!!
🔥

#stockmarket #stocks #stock #trading #market #news #investing #bitcoin #seeking #today https://t.co/TjaaYfFUTP"
13549;2020-04-09 01:13:43+00:00;"We didnt hit our $1000 a day goal, but green is green!!!!!!!!. YTD 173,000

$SPY $QQQ $BA $AAPL
#OptionsTrading #options #investing #MarketCrash #robinhoodapp #StockMarketCrash2020 #StockMarket #stockstowatch #StocksToTrade https://t.co/0RR3F5tj4v"
13550;2020-04-09 01:13:42+00:00;Overall I’m bearish in the market... however, my upside target is 2932.75 for $es_f $spx ! It looks primed for a strong move to the upside
13551;2020-04-09 01:13:38+00:00;RT @ArthurHill: Let's put the current bounce into perspective. In today's YouTube video, I review the evidence and key assumption. I then h…
13552;2020-04-09 01:13:34+00:00;Long term tech portfolio... $ROKU $GE $AYX $BIDU $AMZN $TWLO  all great choices, all at even better prices. 6 stocks for those who like technology!
13553;2020-04-09 01:13:29+00:00;"RT @FusionptCapital: 2019 61% retrace vs today.

$SPX https://t.co/LiutEMyhP3"
13554;2020-04-09 01:12:45+00:00;HALB NEW CEO DID NOT TAKE OVER FOR CHUMP CHANGE. THE RUN TO .01+++ WAS JUST THE BEGINNING TRADERS. NAYSAYERS ARE ABOUT TO BE SHOCKED AND SILENCED SOON. FILINGS AND HUGE MERGER STILL TO COME! @HalberdC #ZIPCODECHANGER #MEGASTOCKPICK #WEALTH #STOCKS #MONEY $HALB https://t.co/ldNOvfa5dG
13555;2020-04-09 01:12:39+00:00;"RT @macrohedged: 🚀Learn how to trade Options the Macrohedged way 

Learn skills that you can always use.

https://t.co/JVuFtsgVea
#OOTT $VI…"
13556;2020-04-09 01:12:28+00:00;"Guess who is Starting our ER Series Tomorrow! #LastMarginCall 
Oh yeah we are going to try and kill this season even when things are out of wack. You all know Financials kick off next week. So Tune In!
$SPY $SPX #ES_F $BAC $JPM $C $WFC $XLF https://t.co/r9Xs3kBrzx"
13557;2020-04-09 01:12:21+00:00;Want tips on how to communicate with and raise capital amid #COVID19?  Tune into @wholesaleinvest now to watch @LeldeSmits share our ideas and strategy 💡 #ASX #stocks #ausbiz @TheCapNet https://t.co/8lJ8OVUELi
13559;2020-04-09 01:12:13+00:00;$AMZN gap fill https://t.co/Am5fUiVnaO
13560;2020-04-09 01:11:45+00:00;"RT @Super1NYC: @JohnLBair2 Thank you for the kind words sir. 🙏💯

Update:
$DIS up 7%+ at $108+ in after hours trading"
13561;2020-04-09 01:11:39+00:00;"RT @alert_options: 4/8 Provided these levels to members premarket so they can prepare &amp; simply react as those levels play out. Join us for…"
13562;2020-04-09 01:11:28+00:00;RT @Kuli24: You have the news: Disney+ Hits 50 Million Paid Subscribers in Less Than Five Months. Disney projected that they would be at 60…
13564;2020-04-09 01:11:25+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13565;2020-04-09 01:11:20+00:00;And this is bullish? $jpm expects most of them to go out of business https://t.co/Z8h2ERQL92
13566;2020-04-09 01:11:04+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13567;2020-04-09 01:10:34+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13568;2020-04-09 01:10:28+00:00;"RT @HedgeyeComm: Slide from our $DIS deck in January... It looks like we have to take up our @disneyplus numbers again!

Too bad 3 and 4 ar…"
13569;2020-04-09 01:10:18+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13570;2020-04-09 01:10:17+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13571;2020-04-09 01:10:13+00:00;RT @WarlusTrades: As $ES_F completes its 5th wave, the upside is limited. If #ElliotWave holds true, #ES_F should have a major pullback soo…
13572;2020-04-09 01:10:05+00:00;"RT @AdamMancini4: We're making our way to the 2780 zone in my $SPX chart - this is a good ""confluence"" of resistance - the 50% fib of the w…"
13573;2020-04-09 01:10:02+00:00;"Latest significant intercepts at Alkane’s San Antonio prospect, with assay results for the final ~7,000 metres showing intercepts up to 35.5g/t.

https://t.co/vxIhbebE6i

#ASX #mining #stocks $ALK.AX $ANLKY"
13574;2020-04-09 01:10:01+00:00;"@leadlagreport $SPX bumping up against the top end of the Bollinger Band &amp; tomorrow is the dreaded last day of the week, I took a bunch off today https://t.co/GpT3kAoRiE"
13575;2020-04-09 01:09:58+00:00;"RT @FusionptCapital: 2019 61% retrace vs today.

$SPX https://t.co/LiutEMyhP3"
13576;2020-04-09 01:09:53+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13577;2020-04-09 01:09:50+00:00;"Slide from our $DIS deck in January... It looks like we have to take up our @disneyplus numbers again!

Too bad 3 and 4 are busted... 😞

Back to the drawing board! https://t.co/2AAneDW5Ka"
13578;2020-04-09 01:09:50+00:00;RT @sp3cul8r: Disney shares jump more than 4% as Disney+ subscriptions pass 50 million $DIS https://t.co/t98PYDISTS
13579;2020-04-09 01:09:29+00:00;But we need to see if this bullish tone will be accepted or rejected. Above OP, we are looking at 24293 then 24500. Below OP and 24022, we are looking at 23854, 23700. GL all #hangseng #trading #indices #DJIA #SPX500 #DAX30 https://t.co/Hw5m5x0qxD
13580;2020-04-09 01:09:25+00:00;Floor pivots / cash stats $NQ $ES $RTY $SPX $NDX $RUT $INDU for 4-9 https://t.co/Izc6mc2AHG
13581;2020-04-09 01:09:15+00:00;"Stocks mak Galactic and more
https://t.co/DxWlyAvMUK

$DIS $COST $SBUX $SPCE $SFIX $SIX"
13582;2020-04-09 01:09:05+00:00;Authentic Elliott Wave Analysis SP Nasdaq $SPX  #options #stocks #indices  https://t.co/JryNcqoPgb https://t.co/kJSeHN5RdT
13583;2020-04-09 01:08:56+00:00;"Natural gas closed down 3.2 cents at $1.821 today near the session low and hit a three week high early on. The bears have the overall near term technical advantage but it appears a market bottom is in place.….Read More Here &gt; https://t.co/s8cfp9uRvt

$UNG $UGAZ $FCG #stocks"
13584;2020-04-09 01:08:40+00:00;"People were frantically searching about ""closing the stock market"" a few weeks ago. Marked the bottom. No one talking about that anymore!

$SPY $QQQ $DIA $SPX https://t.co/DOt85S1U3E"
13585;2020-04-09 01:08:37+00:00;"🚀Learn how to trade Options the Macrohedged way 

Learn skills that you can always use.

https://t.co/JVuFtsgVea
#OOTT $VIX #ES_F $SPX $EUR #Options 
#ES_F #CL_F #NQ_F $GOLD #OOTT #OATT $SPY $SPX #Trading #Forex #forexsignals #EURUSD #GBPUSD #OPEC $VIX $VXX https://t.co/eViirPaohP"
13586;2020-04-09 01:08:33+00:00;"RT @InsidrFinancial: $GOVX poised to cash in big on the coronavirus outbreak.

$NNVC $INO $MRNA $GILD $AMRN $ACST $NWBO $AVXL $TOMZ

#biote…"
13587;2020-04-09 01:08:22+00:00;"RT @PeterLBrandt: $SPX $ES_F 
Following this rally into a right shoulder high (2790 to 2950 zone), S&amp;Ps could decline toward 1,500 to match…"
13588;2020-04-09 01:08:13+00:00;"Bold prediction - jobless claims way over 10m and it finally matters, market feels too complacent into the print. Maybe $SPX 2620?

My bets are placed, prob gonna get fucked 🙏"
13589;2020-04-09 01:08:10+00:00;Physical Silver Becomes “Most Undervalued Asset,” Gold And Silver Mines Shut Down https://t.co/ebqxZ4X3CD $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy
13590;2020-04-09 01:07:50+00:00;"RT @gualestrit: Disney+ supera los 50 millones de suscriptores globales.

$DIS +7.1% after-hours"
13591;2020-04-09 01:07:34+00:00;"@wesbury @EphremSteve @UkeTrader1 @AnthonyGriz @jimcramer @jimiuorio @jonnajarian @petenajarian @steveliesman @GuyAdami @BradHuston @dwyerstrategy @biancoresearch @BlacklionCTA @DavidBCollum In 2008/9 the EPS of the $SPX was around $6 compared to today at around $136.

So when exactly does the data get bad enough for you to make a decision?

Here's a data point:  By the end of 2020 the Fed will own 2/3 of all the bond market.

Enjoy."
13592;2020-04-09 01:07:21+00:00;"RT @TheDaoMaker: BTC Correlation with Stocks is Cutting

During steep market crashes, asset classes tend to converge. At the onset of the c…"
13593;2020-04-09 01:07:10+00:00;Top Sell Flow Money - 04.08.2020 - $SPY $GOOGL $FB $IYR via SuperStocks App https://t.co/Q2KZO2nvUR
13594;2020-04-09 01:06:58+00:00;Welcome to the Greater Depression https://t.co/MNKDxS8CP4 $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy
13595;2020-04-09 01:06:47+00:00;RT @AJBrumley78: The Auto Loan Market Is Facing a Meltdown, and These 3 Stocks Could Get Burned @themotleyfool #stocks $CACC $SC $ALLY $CVN…
13596;2020-04-09 01:06:47+00:00;"$DAX $SPX @Chinavirus TRUMP chose the WRONG MODEL

I am tired of trying to reach these people and explain that this model will not work. Leave them alone.. 

Most professionals in the field get it right.

They will get the surprise of their unprofessional lives in a few weeks."
13597;2020-04-09 01:06:24+00:00;Top Buy Flow Money - 04.08.2020 - $AAPL $MSFT $AMZN $TLT via SuperStocks App https://t.co/dtE7E36seQ
13598;2020-04-09 01:06:24+00:00;RT @kkernttb: What's interesting about this rally is that no one likes it....  $SPX $SPY
13599;2020-04-09 01:06:22+00:00;"Nigeria's Stock Exchange guru (on LinkedIn) expresses delight at welcoming Amosun-led Capital Market Committee @SIAmosun
@MBuhari @OscarNOnyema @nsenigeria #StockMarket #Nigeria
#Stocks https://t.co/cku1hrSfiN"
